case_no,rpm,p_amb_bar,t_amb_C,throttle_pct,alt_ft,power_kW,fuelflow_kgh,p_plenum_bar,t_plenum_K
2149,3000,0.446,-27,72,21001,7.966384103,4.24,0.3863,248.15
2150,3000,0.410,-31,72,22999,7.291975537,4.15,0.3574,244.15
2151,3000,1.013,15,56.5,0,15.36454167,6.02,0.6256,289.85
2152,3000,0.908,9,56.5,2999,13.48643292,5.31,0.5944,283.95
2153,3000,0.812,3,56.5,5997,11.57345158,4.70,0.5568,278.05
2154,3000,0.724,-3,56.5,8999,9.611847149,4.15,0.5094,272.15
2155,3000,0.644,-9,56.5,11998,7.672240958,3.67,0.4554,266.15
2156,3000,0.572,-15,56.5,15000,6.004344469,3.31,0.4045,260.35
2157,3000,0.527,-19,56.5,17001,5.183966846,3.15,0.3757,256.35
2158,3000,0.485,-23,56.5,18999,4.654955435,3.08,0.3529,252.35
2159,3000,0.446,-27,56.5,21001,4.400454358,3.08,0.3365,248.45
2160,3000,0.410,-31,56.5,22999,4.383787118,3.15,0.3261,244.45
2241,3000,1.013,30,100,0,32.81556802,10.04,0.8069,305.35
2242,3000,0.908,24,100,2999,30.24344477,9.61,0.8868,299.45
2243,3000,0.812,18,100,5997,27.48426311,9.23,0.8945,293.55
2244,3000,0.724,12,100,8999,25.22952471,8.63,0.8464,287.55
2245,3000,0.644,6,100,11998,22.27750977,7.70,0.7605,281.55
2246,3000,0.572,0,100,15000,17.76787297,6.59,0.6441,275.45
2247,3000,0.527,-4,100,17001,14.24163844,5.80,0.5562,271.35
2248,3000,0.485,-8,100,18999,10.99164408,5.07,0.4683,267.35
2249,3000,0.446,-12,100,21001,8.36643457,4.45,0.3839,263.25
2250,3000,0.410,-16,100,22999,6.409211059,3.96,0.3053,259.25
2251,3000,1.013,30,99.4,0,32.56032791,9.82,0.8104,305.35
2252,3000,0.908,24,99.4,2999,30.07417252,9.37,0.8896,299.45
2253,3000,0.812,18,99.4,5997,27.31014852,8.93,0.8950,293.55
2254,3000,0.724,12,99.4,8999,25.01102783,8.24,0.8449,287.55
2255,3000,0.644,6,99.4,11998,22.05559683,7.24,0.7590,281.55
2256,3000,0.572,0,99.4,15000,17.54194477,6.12,0.6441,275.45
2257,3000,0.527,-4,99.4,17001,14.02541334,5.36,0.5573,271.35
2258,3000,0.485,-8,99.4,18999,10.79484875,4.66,0.4702,267.35
2259,3000,0.446,-12,99.4,21001,8.185121744,4.08,0.3861,263.25
2260,3000,0.410,-16,99.4,22999,6.234477538,3.61,0.3075,259.25
2261,3000,1.013,30,98.8,0,32.36848932,9.67,0.8140,305.35
2262,3000,0.908,24,98.8,2999,29.99303619,9.21,0.8921,299.45
2263,3000,0.812,18,98.8,5997,27.24419316,8.71,0.8950,293.55
2264,3000,0.724,12,98.8,8999,24.87737409,7.93,0.8429,287.55
2265,3000,0.644,6,98.8,11998,21.88240923,6.87,0.7571,281.55
2266,3000,0.572,0,98.8,15000,17.37544392,5.74,0.6441,275.45
2267,3000,0.527,-4,98.8,17001,13.89621987,5.00,0.5588,271.45
2268,3000,0.485,-8,98.8,18999,10.71137028,4.34,0.4728,267.35
2269,3000,0.446,-12,98.8,21001,8.133087793,3.78,0.3893,263.25
2270,3000,0.410,-16,98.8,22999,6.19482954,3.35,0.3109,259.25
2271,3000,1.013,30,97.4,0,32.10575018,9.53,0.8224,305.35
2272,3000,0.908,24,97.4,2999,30.03273329,9.09,0.8963,299.45
2273,3000,0.812,18,97.4,5997,27.37303141,8.46,0.8931,293.55
2274,3000,0.724,12,97.4,8999,24.79461598,7.49,0.8366,287.55
2275,3000,0.644,6,97.4,11998,21.62188266,6.29,0.7513,281.45
2276,3000,0.572,0,97.4,15000,17.18091478,5.14,0.6438,275.45
2277,3000,0.527,-4,97.4,17001,13.8786851,4.46,0.5629,271.45
2278,3000,0.485,-8,97.4,18999,10.87969008,3.86,0.4805,267.35
2279,3000,0.446,-12,97.4,21001,8.425360168,3.38,0.3994,263.25
2280,3000,0.410,-16,97.4,22999,6.535662512,3.00,0.3225,259.25
2281,3000,1.013,30,94.1,0,31.39077208,9.66,0.8377,305.35
2282,3000,0.908,24,94.1,2999,29.7413576,9.24,0.8934,299.45
2283,3000,0.812,18,94.1,5997,27.34286523,8.53,0.8756,293.45
2284,3000,0.724,12,94.1,8999,24.41151176,7.43,0.8121,287.45
2285,3000,0.644,6,94.1,11998,20.98829237,6.16,0.7300,281.45
2286,3000,0.572,0,94.1,15000,17.11317022,5.04,0.6369,275.45
2287,3000,0.527,-4,94.1,17001,14.52437229,4.42,0.5688,271.35
2288,3000,0.485,-8,94.1,18999,12.20528147,3.91,0.4983,267.25
2289,3000,0.446,-12,94.1,21001,10.22041844,3.51,0.4272,263.25
2290,3000,0.410,-16,94.1,22999,8.543824884,3.20,0.3579,259.15
2291,3000,1.013,30,84.5,0,27.83121782,9.03,0.8609,305.15
2292,3000,0.908,24,84.5,2999,25.28577468,8.11,0.8647,299.15
2293,3000,0.812,18,84.5,5997,22.60947761,7.28,0.8192,293.05
2294,3000,0.724,12,84.5,8999,19.90684227,6.52,0.7430,286.95
2295,3000,0.644,6,84.5,11998,17.11366858,5.81,0.6572,280.85
2296,3000,0.572,0,84.5,15000,14.36315663,5.11,0.5729,274.95
2297,3000,0.527,-4,84.5,17001,12.62042991,4.66,0.5190,270.95
2298,3000,0.485,-8,84.5,18999,11.08599037,4.27,0.4691,267.05
2299,3000,0.446,-12,84.5,21001,9.805932723,3.96,0.4230,263.05
2300,3000,0.410,-16,84.5,22999,8.764808639,3.74,0.3807,259.15
2301,3000,1.013,30,72,0,23.54543019,7.66,0.8381,304.65
2302,3000,0.908,24,72,2999,21.19729375,6.82,0.8113,298.65
2303,3000,0.812,18,72,5997,18.6376637,6.14,0.7473,292.65
2304,3000,0.724,12,72,8999,15.8122247,5.57,0.6645,286.75
2305,3000,0.644,6,72,11998,12.97310456,5.07,0.5821,280.85
2306,3000,0.572,0,72,15000,10.52753675,4.64,0.5081,274.95
2307,3000,0.527,-4,72,17001,9.149922505,4.40,0.4633,270.95
2308,3000,0.485,-8,72,18999,8.005055712,4.21,0.4232,267.05
2309,3000,0.446,-12,72,21001,7.085177577,4.07,0.3882,263.05
2310,3000,0.410,-16,72,22999,6.376930134,3.97,0.3584,259.15
2311,3000,1.013,30,56.5,0,14.98185886,6.01,0.6241,304.75
2312,3000,0.908,24,56.5,2999,13.09774,5.30,0.5918,298.85
2313,3000,0.812,18,56.5,5997,11.2083743,4.67,0.5546,292.85
2314,3000,0.724,12,56.5,8999,9.247358436,4.11,0.5089,287.05
2315,3000,0.644,6,56.5,11998,7.280833542,3.62,0.4560,281.05
2316,3000,0.572,0,56.5,15000,5.54209958,3.23,0.4037,275.15
2317,3000,0.527,-4,56.5,17001,4.661042305,3.06,0.3727,271.25
2318,3000,0.485,-8,56.5,18999,4.072031576,2.98,0.3470,267.25
2319,3000,0.446,-12,56.5,21001,3.757425675,2.97,0.3274,263.35
2320,3000,0.410,-16,56.5,22999,3.682967039,3.03,0.3137,259.35
2401,3000,1.013,45,100,0,32.4813354,10.09,0.6861,320.15
2402,3000,0.908,39,100,2999,29.87978037,9.64,0.7663,314.25
2403,3000,0.812,33,100,5997,27.25664093,9.24,0.8028,308.25
2404,3000,0.724,27,100,8999,25.05107569,8.59,0.7857,302.25
2405,3000,0.644,21,100,11998,22.19576067,7.64,0.7288,296.15
2406,3000,0.572,15,100,15000,17.86005596,6.55,0.6482,290.25
2407,3000,0.527,11,100,17001,14.27794681,5.78,0.5834,286.15
2408,3000,0.485,7,100,18999,10.81750268,5.04,0.5169,282.15
2409,3000,0.446,3,100,21001,7.978254944,4.41,0.4529,278.15
2410,3000,0.410,-1,100,22999,5.822872782,3.90,0.3915,274.15
2411,3000,1.013,45,99.4,0,32.15022717,9.86,0.6868,320.15
2412,3000,0.908,39,99.4,2999,29.61869684,9.39,0.7656,314.25
2413,3000,0.812,33,99.4,5997,27.01635103,8.93,0.8000,308.25
2414,3000,0.724,27,99.4,8999,24.79684069,8.20,0.7813,302.25
2415,3000,0.644,21,99.4,11998,21.95889515,7.18,0.7242,296.15
2416,3000,0.572,15,99.4,15000,17.61415342,6.07,0.6447,290.25
2417,3000,0.527,11,99.4,17001,14.0374989,5.33,0.5814,286.15
2418,3000,0.485,7,99.4,18999,10.60664738,4.63,0.5163,282.15
2419,3000,0.446,3,99.4,21001,7.787494766,4.03,0.4532,278.15
2420,3000,0.410,-1,99.4,22999,5.64263963,3.55,0.3923,274.15
2421,3000,1.013,45,98.8,0,31.88007812,9.70,0.6881,320.15
2422,3000,0.908,39,98.8,2999,29.43971037,9.22,0.7652,314.25
2423,3000,0.812,33,98.8,5997,26.87851555,8.70,0.7971,308.25
2424,3000,0.724,27,98.8,8999,24.62501691,7.89,0.7766,302.15
2425,3000,0.644,21,98.8,11998,21.76205154,6.80,0.7194,296.15
2426,3000,0.572,15,98.8,15000,17.40989324,5.68,0.6412,290.25
2427,3000,0.527,11,98.8,17001,13.86675252,4.96,0.5796,286.15
2428,3000,0.485,7,98.8,18999,10.49296946,4.29,0.5160,282.15
2429,3000,0.446,3,98.8,21001,7.713528255,3.73,0.4540,278.15
2430,3000,0.410,-1,98.8,22999,5.587907821,3.28,0.3938,274.15
2431,3000,1.013,45,97.4,0,31.43645203,9.53,0.6934,320.15
2432,3000,0.908,39,97.4,2999,29.25115813,9.06,0.7650,314.15
2433,3000,0.812,33,97.4,5997,26.83436417,8.42,0.7903,308.15
2434,3000,0.724,27,97.4,8999,24.44703228,7.43,0.7654,302.15
2435,3000,0.644,21,97.4,11998,21.41851359,6.21,0.7077,296.15
2436,3000,0.572,15,97.4,15000,17.07495027,5.06,0.6327,290.15
2437,3000,0.527,11,97.4,17001,13.69810858,4.37,0.5752,286.15
2438,3000,0.485,7,97.4,18999,10.53964712,3.78,0.5160,282.15
2439,3000,0.446,3,97.4,21001,7.913021414,3.29,0.4571,278.15
2440,3000,0.410,-1,97.4,22999,5.860963757,2.89,0.3990,274.15
2441,3000,1.013,45,94.1,0,30.43915238,9.60,0.7135,320.15
2442,3000,0.908,39,94.1,2999,28.6755086,9.15,0.7667,314.15
2443,3000,0.812,33,94.1,5997,26.55438817,8.44,0.7736,308.15
2444,3000,0.724,27,94.1,8999,23.87580591,7.33,0.7380,302.15
2445,3000,0.644,21,94.1,11998,20.51653795,6.05,0.6793,296.05
2446,3000,0.572,15,94.1,15000,16.56831011,4.91,0.6113,290.15
2447,3000,0.527,11,94.1,17001,13.870571,4.27,0.5627,286.15
2448,3000,0.485,7,94.1,18999,11.43284523,3.75,0.5134,282.15
2449,3000,0.446,3,94.1,21001,9.349888326,3.33,0.4632,278.15
2450,3000,0.410,-1,94.1,22999,7.5964879,3.01,0.4122,274.15
2451,3000,1.013,45,84.5,0,26.95717103,8.95,0.7933,320.05
2452,3000,0.908,39,84.5,2999,24.4439069,8.01,0.8012,314.05
2453,3000,0.812,33,84.5,5997,21.86862524,7.15,0.7679,308.05
2454,3000,0.724,27,84.5,8999,19.12812313,6.37,0.7028,301.95
2455,3000,0.644,21,84.5,11998,16.11425863,5.63,0.6257,295.85
2456,3000,0.572,15,84.5,15000,13.10873379,4.90,0.5500,289.85
2457,3000,0.527,11,84.5,17001,11.24234539,4.44,0.5020,285.85
2458,3000,0.485,7,84.5,18999,9.626452119,4.04,0.4585,281.85
2459,3000,0.446,3,84.5,21001,8.303275777,3.72,0.4195,277.95
2460,3000,0.410,-1,84.5,22999,7.25191034,3.48,0.3844,274.05
2461,3000,1.013,45,72,0,22.84239939,7.55,0.8132,319.55
2462,3000,0.908,39,72,2999,20.41878932,6.68,0.7912,313.65
2463,3000,0.812,33,72,5997,17.87649688,5.99,0.7333,307.65
2464,3000,0.724,27,72,8999,15.1128934,5.42,0.6540,301.75
2465,3000,0.644,21,72,11998,12.29040095,4.91,0.5739,295.75
2466,3000,0.572,15,72,15000,9.825995579,4.49,0.5023,289.85
2467,3000,0.527,11,72,17001,8.429306187,4.25,0.4592,285.85
2468,3000,0.485,7,72,18999,7.262779087,4.06,0.4206,281.95
2469,3000,0.446,3,72,21001,6.318667534,3.91,0.3867,277.95
2470,3000,0.410,-1,72,22999,5.583626302,3.81,0.3576,274.05
2471,3000,1.013,45,56.5,0,14.73000322,6.02,0.6225,319.55
2472,3000,0.908,39,56.5,2999,12.82960742,5.30,0.5881,313.65
2473,3000,0.812,33,56.5,5997,10.97352712,4.67,0.5508,307.75
2474,3000,0.724,27,56.5,8999,9.043839772,4.10,0.5077,301.85
2475,3000,0.644,21,56.5,11998,7.089047939,3.59,0.4582,295.95
2476,3000,0.572,15,56.5,15000,5.327193034,3.20,0.4078,290.05
2477,3000,0.527,11,56.5,17001,4.403701807,3.01,0.3766,286.15
2478,3000,0.485,7,56.5,18999,3.761542234,2.91,0.3498,282.15
2479,3000,0.446,3,56.5,21001,3.388241844,2.89,0.3280,278.25
2480,3000,0.410,-1,56.5,22999,3.251066022,2.94,0.3115,274.25
